Cliente 9163;CNF;SAO;25 dias;1 estrelas;R$ 4216.07
Cliente 7577;PMW;SAO;4 dias;5 estrelas;R$ 4339.12
Cliente 3093;CNF;SAO;3 dias;2 estrelas;R$ 8943.39
Cliente 4971;SAO;CNF;18 dias;2 estrelas;R$ 2819.42
Cliente 1891;PMW;CNF;27 dias;2 estrelas;R$ 9475.29
Cliente 5004;PMW;SAO;26 dias;2 estrelas;R$ 891.58
Cliente 1980;SAO;CNF;7 dias;1 estrelas;R$ 642.13
Cliente 8819;CNF;PMW;15 dias;3 estrelas;R$ 2922.75
Cliente 2886;SAO;PMW;10 dias;2 estrelas;R$ 3981.8
Cliente 5630;SAO;PMW;8 dias;5 estrelas;R$ 638.53
Cliente 9363;SAO;PMW;26 dias;4 estrelas;R$ 3177.59
Cliente 6992;PMW;CNF;9 dias;4 estrelas;R$ 6174.31
Cliente 6096;SAO;CNF;29 dias;3 estrelas;R$ 6067.79
Cliente 2964;PMW;SAO;22 dias;3 estrelas;R$ 1038.69
Cliente 8905;SAO;PMW;4 dias;2 estrelas;R$ 519.52
Cliente 2177;PMW;SAO;16 dias;2 estrelas;R$ 4979.49
Cliente 7645;PMW;SAO;25 dias;5 estrelas;R$ 9085.4
Cliente 1120;CNF;PMW;29 dias;5 estrelas;R$ 8128.29
Cliente 2728;PMW;CNF;9 dias;1 estrelas;R$ 3614.24
Cliente 2677;PMW;SAO;8 dias;5 estrelas;R$ 3975.45
Cliente 9549;SAO;CNF;6 dias;5 estrelas;R$ 8834.53
Cliente 6488;CNF;SAO;20 dias;5 estrelas;R$ 338.98
Cliente 973;SAO;CNF;16 dias;1 estrelas;R$ 6468.36
Cliente 9249;CNF;SAO;17 dias;1 estrelas;R$ 4994.7
Cliente 7021;SAO;CNF;2 dias;1 estrelas;R$ 7568.13
Cliente 1137;SAO;PMW;1 dias;3 estrelas;R$ 2631.75
Cliente 8389;PMW;CNF;29 dias;2 estrelas;R$ 8815.13
Cliente 2061;PMW;SAO;28 dias;4 estrelas;R$ 7298.37
Cliente 5585;SAO;CNF;4 dias;5 estrelas;R$ 9823.17
Cliente 7096;CNF;PMW;10 dias;2 estrelas;R$ 1069.69
Cliente 7369;SAO;PMW;1 dias;1 estrelas;R$ 8400.38
Cliente 334;SAO;PMW;19 dias;2 estrelas;R$ 1801.91
Cliente 1662;CNF;PMW;29 dias;4 estrelas;R$ 5304.59
Cliente 9916;PMW;CNF;9 dias;2 estrelas;R$ 1968.34
Cliente 6506;SAO;PMW;13 dias;4 estrelas;R$ 643.42
Cliente 6731;CNF;PMW;7 dias;1 estrelas;R$ 8121.22
Cliente 9231;PMW;SAO;11 dias;1 estrelas;R$ 707.76
Cliente 4274;SAO;CNF;25 dias;4 estrelas;R$ 9969.18
Cliente 4406;PMW;CNF;13 dias;1 estrelas;R$ 5168.39
Cliente 3962;PMW;SAO;23 dias;3 estrelas;R$ 6657.94
Cliente 4171;PMW;SAO;23 dias;3 estrelas;R$ 5098.99
Cliente 6730;PMW;SAO;28 dias;4 estrelas;R$ 540.55
Cliente 5415;CNF;SAO;26 dias;5 estrelas;R$ 271.07
Cliente 530;CNF;PMW;9 dias;1 estrelas;R$ 7011.33
Cliente 5106;PMW;CNF;7 dias;2 estrelas;R$ 314.17
Cliente 1964;CNF;SAO;12 dias;4 estrelas;R$ 399.26
Cliente 9227;SAO;PMW;25 dias;1 estrelas;R$ 6982.14
Cliente 4870;CNF;PMW;3 dias;2 estrelas;R$ 572.69
Cliente 6938;SAO;CNF;19 dias;4 estrelas;R$ 7203.34
Cliente 1320;CNF;SAO;19 dias;3 estrelas;R$ 625.31
Cliente 8662;SAO;CNF;2 dias;2 estrelas;R$ 4447.64
Cliente 7230;CNF;PMW;7 dias;4 estrelas;R$ 8382.57
Cliente 6161;SAO;CNF;18 dias;2 estrelas;R$ 2199.47
Cliente 1793;CNF;PMW;11 dias;5 estrelas;R$ 3091.07
Cliente 6375;CNF;SAO;16 dias;1 estrelas;R$ 4837.29
Cliente 7003;PMW;SAO;21 dias;1 estrelas;R$ 570.06
Cliente 6055;PMW;CNF;12 dias;1 estrelas;R$ 2282.25
Cliente 3366;PMW;SAO;19 dias;2 estrelas;R$ 3374.17
Cliente 2789;SAO;PMW;10 dias;4 estrelas;R$ 9106.72
Cliente 3267;SAO;CNF;11 dias;4 estrelas;R$ 3633.18
Cliente 3576;CNF;PMW;15 dias;2 estrelas;R$ 8431.57
Cliente 986;PMW;SAO;28 dias;5 estrelas;R$ 3020.88
Cliente 7199;SAO;CNF;2 dias;3 estrelas;R$ 5546.25
Cliente 8938;PMW;CNF;3 dias;2 estrelas;R$ 9127.84
Cliente 2213;PMW;CNF;19 dias;3 estrelas;R$ 2839.08
Cliente 8111;PMW;CNF;7 dias;5 estrelas;R$ 8918.2
Cliente 1249;PMW;SAO;25 dias;1 estrelas;R$ 4832.11
Cliente 1041;CNF;SAO;3 dias;1 estrelas;R$ 6557.08
Cliente 9705;SAO;CNF;15 dias;3 estrelas;R$ 4969.84
Cliente 8956;SAO;PMW;9 dias;4 estrelas;R$ 3895.72
Cliente 8912;CNF;PMW;3 dias;2 estrelas;R$ 7184.75
Cliente 5600;PMW;SAO;26 dias;4 estrelas;R$ 452.0
