Cliente2436;SAO;CNF;4 dias;4 estrelas;R$ 1835.14
Cliente8764;RIO;SAO;1 dias;3 estrelas;R$ 5609.35
Cliente5510;RIO;PMW;9 dias;5 estrelas;R$ 2266.67
Cliente6647;RIO;CNF;16 dias;5 estrelas;R$ 9462.23
Cliente6659;RIO;SAO;10 dias;3 estrelas;R$ 6275.75
Cliente1039;CNF;SAO;8 dias;2 estrelas;R$ 2557.13
Cliente362;SAO;PMW;10 dias;5 estrelas;R$ 1378.72
Cliente1058;SAO;RIO;10 dias;1 estrelas;R$ 1710.65
Cliente9842;SAO;RIO;6 dias;1 estrelas;R$ 2113.15
Cliente4617;SAO;RIO;23 dias;2 estrelas;R$ 1999.64
Cliente2109;PMW;RIO;17 dias;5 estrelas;R$ 6331.0
Cliente5236;RIO;SAO;19 dias;1 estrelas;R$ 1599.06
Cliente7125;SAO;CNF;11 dias;3 estrelas;R$ 3689.05
Cliente1447;CNF;PMW;27 dias;5 estrelas;R$ 3649.23
Cliente5747;PMW;RIO;23 dias;1 estrelas;R$ 7399.6
Cliente5612;RIO;CNF;15 dias;3 estrelas;R$ 1349.31
Cliente1659;RIO;PMW;18 dias;2 estrelas;R$ 1587.4
Cliente3954;CNF;PMW;1 dias;3 estrelas;R$ 9026.34
Cliente9143;RIO;SAO;9 dias;5 estrelas;R$ 2919.25
Cliente3476;CNF;SAO;22 dias;3 estrelas;R$ 8064.04
Cliente2690;CNF;PMW;20 dias;5 estrelas;R$ 8460.95
Cliente370;PMW;CNF;1 dias;1 estrelas;R$ 3886.45
Cliente7793;RIO;CNF;19 dias;2 estrelas;R$ 8371.58
Cliente301;RIO;CNF;21 dias;4 estrelas;R$ 8026.51
Cliente2006;PMW;CNF;7 dias;5 estrelas;R$ 4388.39
Cliente7165;RIO;SAO;19 dias;1 estrelas;R$ 1566.02
Cliente4570;CNF;RIO;11 dias;2 estrelas;R$ 5800.92
Cliente9691;RIO;PMW;6 dias;2 estrelas;R$ 2157.32
Cliente3347;RIO;PMW;2 dias;2 estrelas;R$ 8008.51
Cliente8266;RIO;CNF;24 dias;4 estrelas;R$ 7662.94
Cliente4143;CNF;SAO;20 dias;4 estrelas;R$ 402.64
Cliente5208;SAO;RIO;29 dias;4 estrelas;R$ 1848.06
Cliente1276;RIO;CNF;26 dias;4 estrelas;R$ 7569.16
Cliente6454;PMW;CNF;16 dias;5 estrelas;R$ 1506.08
Cliente1533;CNF;SAO;7 dias;1 estrelas;R$ 6818.51
Cliente8796;SAO;RIO;30 dias;4 estrelas;R$ 9527.79
Cliente3205;SAO;PMW;14 dias;3 estrelas;R$ 1840.87
Cliente6733;PMW;CNF;13 dias;5 estrelas;R$ 3355.26
Cliente4098;PMW;RIO;25 dias;2 estrelas;R$ 300.83
Cliente8543;CNF;PMW;23 dias;1 estrelas;R$ 8348.82
Cliente7297;RIO;SAO;8 dias;3 estrelas;R$ 1313.01
Cliente7282;PMW;CNF;28 dias;5 estrelas;R$ 1921.43
Cliente6757;PMW;CNF;15 dias;3 estrelas;R$ 5152.39
Cliente800;SAO;PMW;25 dias;1 estrelas;R$ 9443.29
Cliente8766;PMW;CNF;17 dias;3 estrelas;R$ 8408.78
Cliente2940;CNF;RIO;27 dias;3 estrelas;R$ 3872.7
Cliente7409;CNF;RIO;14 dias;4 estrelas;R$ 2075.29
Cliente6548;SAO;CNF;19 dias;1 estrelas;R$ 5359.99
Cliente2616;SAO;CNF;29 dias;4 estrelas;R$ 2120.28
Cliente7884;SAO;PMW;27 dias;1 estrelas;R$ 1413.86
Cliente3517;RIO;SAO;28 dias;5 estrelas;R$ 7395.34
Cliente7763;CNF;PMW;27 dias;1 estrelas;R$ 3942.33
Cliente2705;SAO;CNF;4 dias;3 estrelas;R$ 4076.86
Cliente2579;SAO;CNF;15 dias;3 estrelas;R$ 8626.16
Cliente4586;PMW;CNF;7 dias;5 estrelas;R$ 2811.9
Cliente8942;RIO;PMW;13 dias;1 estrelas;R$ 4513.49
Cliente1276;SAO;PMW;20 dias;3 estrelas;R$ 638.14
Cliente6982;SAO;RIO;2 dias;3 estrelas;R$ 1805.9
Cliente9471;CNF;SAO;26 dias;2 estrelas;R$ 5779.34
Cliente5668;RIO;CNF;2 dias;2 estrelas;R$ 4520.36
Cliente9810;CNF;RIO;30 dias;4 estrelas;R$ 4862.05
Cliente4678;SAO;CNF;30 dias;5 estrelas;R$ 4733.82
Cliente3289;SAO;PMW;23 dias;4 estrelas;R$ 8348.31
Cliente2241;SAO;RIO;30 dias;4 estrelas;R$ 5604.97
Cliente9573;RIO;CNF;4 dias;2 estrelas;R$ 1521.83
Cliente6901;SAO;CNF;13 dias;2 estrelas;R$ 439.63
Cliente3130;SAO;CNF;1 dias;1 estrelas;R$ 3522.64
Cliente4235;SAO;RIO;12 dias;2 estrelas;R$ 412.85
Cliente8541;SAO;PMW;18 dias;4 estrelas;R$ 8055.71
Cliente7285;CNF;SAO;4 dias;4 estrelas;R$ 2860.86
Cliente8393;SAO;PMW;23 dias;3 estrelas;R$ 924.86
Cliente3011;SAO;RIO;30 dias;2 estrelas;R$ 8806.64
Cliente9693;SAO;CNF;8 dias;5 estrelas;R$ 6476.64
Cliente4101;SAO;PMW;14 dias;3 estrelas;R$ 4427.45
Cliente4449;PMW;SAO;30 dias;4 estrelas;R$ 7882.81
Cliente5434;PMW;CNF;29 dias;5 estrelas;R$ 3422.68
Cliente7320;PMW;RIO;1 dias;1 estrelas;R$ 1661.01
Cliente5784;SAO;CNF;4 dias;5 estrelas;R$ 579.79
Cliente9155;PMW;CNF;29 dias;1 estrelas;R$ 407.35
Cliente799;CNF;PMW;6 dias;4 estrelas;R$ 2408.04
Cliente8994;CNF;SAO;10 dias;5 estrelas;R$ 4541.32
Cliente9987;CNF;SAO;14 dias;3 estrelas;R$ 2919.75
Cliente6019;SAO;CNF;7 dias;1 estrelas;R$ 766.27
Cliente7878;PMW;CNF;21 dias;1 estrelas;R$ 8704.57
Cliente7919;SAO;PMW;30 dias;5 estrelas;R$ 5646.65
Cliente4515;SAO;CNF;6 dias;4 estrelas;R$ 181.15
Cliente6740;PMW;CNF;15 dias;5 estrelas;R$ 8111.64
Cliente802;PMW;RIO;24 dias;3 estrelas;R$ 9633.4
Cliente6846;RIO;CNF;25 dias;5 estrelas;R$ 210.9
Cliente594;PMW;CNF;6 dias;3 estrelas;R$ 6026.2
Cliente423;RIO;SAO;22 dias;4 estrelas;R$ 5585.46
Cliente4655;PMW;CNF;13 dias;2 estrelas;R$ 9865.84
Cliente6420;SAO;CNF;21 dias;1 estrelas;R$ 9778.88
Cliente865;RIO;SAO;4 dias;4 estrelas;R$ 3546.25
Cliente3763;SAO;CNF;21 dias;3 estrelas;R$ 1252.35
Cliente6355;PMW;SAO;14 dias;2 estrelas;R$ 6770.37
Cliente7772;CNF;SAO;9 dias;2 estrelas;R$ 9780.13
Cliente1926;SAO;PMW;20 dias;3 estrelas;R$ 3669.03
Cliente7517;SAO;RIO;30 dias;1 estrelas;R$ 5833.59
Cliente9185;CNF;RIO;14 dias;1 estrelas;R$ 2751.4
Cliente6870;RIO;SAO;20 dias;5 estrelas;R$ 8429.73
Cliente720;CNF;SAO;2 dias;2 estrelas;R$ 725.9
Cliente6483;SAO;RIO;28 dias;3 estrelas;R$ 1586.37
Cliente1900;CNF;SAO;13 dias;2 estrelas;R$ 956.96
Cliente6300;SAO;PMW;15 dias;4 estrelas;R$ 5942.28
Cliente2708;CNF;RIO;5 dias;3 estrelas;R$ 3739.43
Cliente1394;SAO;RIO;27 dias;5 estrelas;R$ 6781.09
Cliente3236;SAO;RIO;4 dias;4 estrelas;R$ 101.26
Cliente4164;CNF;RIO;26 dias;2 estrelas;R$ 5114.54
Cliente2510;CNF;SAO;6 dias;2 estrelas;R$ 6356.96
Cliente5967;SAO;PMW;21 dias;4 estrelas;R$ 2315.87
Cliente1376;CNF;SAO;5 dias;5 estrelas;R$ 1523.75
Cliente6220;CNF;SAO;13 dias;3 estrelas;R$ 1095.62
Cliente668;RIO;PMW;14 dias;3 estrelas;R$ 7256.32
Cliente194;CNF;PMW;27 dias;4 estrelas;R$ 3133.66
Cliente9439;RIO;PMW;23 dias;2 estrelas;R$ 1323.11
Cliente3777;SAO;PMW;29 dias;1 estrelas;R$ 9722.52
Cliente3637;RIO;PMW;4 dias;2 estrelas;R$ 1382.44
Cliente738;PMW;SAO;18 dias;3 estrelas;R$ 7182.04
Cliente9943;RIO;PMW;1 dias;5 estrelas;R$ 1464.59
Cliente9722;CNF;PMW;5 dias;2 estrelas;R$ 8894.2
Cliente4020;RIO;PMW;17 dias;2 estrelas;R$ 8631.49
Cliente131;SAO;PMW;4 dias;5 estrelas;R$ 3075.63
Cliente9688;RIO;CNF;4 dias;5 estrelas;R$ 2764.52
Cliente4744;SAO;PMW;1 dias;1 estrelas;R$ 4669.32
Cliente5852;PMW;SAO;18 dias;1 estrelas;R$ 5575.9
Cliente6402;RIO;SAO;21 dias;1 estrelas;R$ 2779.54
Cliente8787;CNF;RIO;6 dias;3 estrelas;R$ 6992.76
Cliente3263;CNF;RIO;25 dias;1 estrelas;R$ 7238.17
Cliente9695;CNF;SAO;5 dias;1 estrelas;R$ 8036.35
Cliente2820;RIO;CNF;5 dias;4 estrelas;R$ 4598.37
Cliente5712;SAO;PMW;1 dias;4 estrelas;R$ 4651.4
Cliente3439;PMW;RIO;19 dias;3 estrelas;R$ 7254.28
Cliente107;PMW;CNF;24 dias;3 estrelas;R$ 4405.16
Cliente1491;PMW;RIO;5 dias;5 estrelas;R$ 5677.14
Cliente8782;SAO;PMW;20 dias;2 estrelas;R$ 1584.22
Cliente8220;PMW;RIO;29 dias;3 estrelas;R$ 5507.54
Cliente792;PMW;RIO;20 dias;3 estrelas;R$ 9899.04
Cliente7763;SAO;CNF;14 dias;5 estrelas;R$ 7803.78
Cliente2070;SAO;RIO;18 dias;5 estrelas;R$ 7425.92
Cliente8297;PMW;SAO;13 dias;5 estrelas;R$ 6417.83
Cliente284;RIO;PMW;20 dias;3 estrelas;R$ 8063.16
Cliente4365;PMW;RIO;11 dias;4 estrelas;R$ 571.08
Cliente3938;PMW;CNF;10 dias;4 estrelas;R$ 9014.74
Cliente5488;RIO;CNF;8 dias;1 estrelas;R$ 6714.91
Cliente4287;SAO;CNF;2 dias;1 estrelas;R$ 3605.14
Cliente1493;SAO;RIO;4 dias;2 estrelas;R$ 7814.39
Cliente3290;SAO;RIO;25 dias;4 estrelas;R$ 5093.48
Cliente5166;SAO;PMW;13 dias;1 estrelas;R$ 5588.96
Cliente3359;RIO;CNF;7 dias;5 estrelas;R$ 2316.69
Cliente3730;PMW;RIO;29 dias;2 estrelas;R$ 6219.06
Cliente3787;CNF;RIO;20 dias;1 estrelas;R$ 4388.87
Cliente3931;PMW;RIO;21 dias;5 estrelas;R$ 6352.05
Cliente1239;CNF;PMW;15 dias;1 estrelas;R$ 2347.24
Cliente4027;RIO;CNF;11 dias;5 estrelas;R$ 2338.81
Cliente2639;CNF;SAO;11 dias;4 estrelas;R$ 7598.36
Cliente3127;RIO;SAO;5 dias;4 estrelas;R$ 5256.42
Cliente800;PMW;CNF;4 dias;3 estrelas;R$ 7820.11
Cliente7897;RIO;PMW;19 dias;4 estrelas;R$ 5629.3
Cliente820;CNF;PMW;19 dias;5 estrelas;R$ 1615.0
Cliente5333;SAO;RIO;29 dias;3 estrelas;R$ 9685.49
Cliente6556;CNF;SAO;17 dias;5 estrelas;R$ 5943.0
Cliente7766;SAO;CNF;23 dias;3 estrelas;R$ 6280.82
Cliente6253;RIO;PMW;6 dias;5 estrelas;R$ 8121.37
Cliente2924;PMW;CNF;23 dias;2 estrelas;R$ 7115.94
Cliente1278;RIO;CNF;17 dias;5 estrelas;R$ 7320.02
Cliente5069;RIO;PMW;12 dias;4 estrelas;R$ 551.33
Cliente9523;SAO;CNF;13 dias;3 estrelas;R$ 4245.87
Cliente1168;SAO;CNF;17 dias;5 estrelas;R$ 1355.53
Cliente615;PMW;SAO;18 dias;5 estrelas;R$ 4842.66
Cliente7767;SAO;CNF;25 dias;3 estrelas;R$ 3035.51
Cliente7454;SAO;CNF;21 dias;1 estrelas;R$ 9764.04
Cliente7989;PMW;SAO;15 dias;5 estrelas;R$ 9103.4
Cliente7402;SAO;CNF;24 dias;4 estrelas;R$ 3536.48
Cliente1824;CNF;RIO;23 dias;3 estrelas;R$ 4889.62
Cliente7002;CNF;RIO;3 dias;1 estrelas;R$ 7551.16
Cliente2942;PMW;RIO;13 dias;3 estrelas;R$ 9974.04
Cliente7962;SAO;RIO;16 dias;4 estrelas;R$ 7041.89
Cliente9565;CNF;RIO;29 dias;3 estrelas;R$ 9974.08
Cliente3415;CNF;SAO;19 dias;4 estrelas;R$ 1305.09
Cliente8980;CNF;PMW;8 dias;2 estrelas;R$ 8588.97
Cliente7422;PMW;RIO;5 dias;4 estrelas;R$ 3196.83
Cliente6884;CNF;PMW;29 dias;3 estrelas;R$ 3481.06
Cliente3566;PMW;SAO;24 dias;4 estrelas;R$ 3613.05
Cliente9408;SAO;CNF;19 dias;1 estrelas;R$ 9946.4
Cliente8805;SAO;PMW;7 dias;4 estrelas;R$ 2771.18
Cliente7111;PMW;SAO;4 dias;4 estrelas;R$ 8362.59
Cliente1217;PMW;SAO;18 dias;2 estrelas;R$ 4970.43
Cliente1051;SAO;PMW;25 dias;3 estrelas;R$ 3125.59
Cliente2984;SAO;PMW;19 dias;4 estrelas;R$ 5080.03
Cliente5396;RIO;CNF;2 dias;2 estrelas;R$ 803.27
Cliente9400;SAO;RIO;21 dias;3 estrelas;R$ 3866.91
Cliente8759;CNF;PMW;10 dias;4 estrelas;R$ 9035.31
Cliente1011;PMW;SAO;10 dias;5 estrelas;R$ 873.92
Cliente3259;SAO;PMW;6 dias;3 estrelas;R$ 414.83
Cliente3379;RIO;SAO;12 dias;3 estrelas;R$ 9215.96
Cliente9201;PMW;RIO;7 dias;2 estrelas;R$ 2348.53
Cliente2793;PMW;RIO;22 dias;4 estrelas;R$ 2418.6
Cliente802;PMW;SAO;15 dias;1 estrelas;R$ 6797.68
Cliente4102;CNF;SAO;19 dias;4 estrelas;R$ 8874.09
Cliente1713;PMW;SAO;23 dias;5 estrelas;R$ 5564.45
Cliente6021;PMW;CNF;21 dias;4 estrelas;R$ 4617.66
Cliente1393;PMW;CNF;5 dias;5 estrelas;R$ 2813.23
Cliente2590;SAO;RIO;12 dias;3 estrelas;R$ 4005.17
Cliente6304;RIO;SAO;17 dias;5 estrelas;R$ 5992.08
Cliente3178;RIO;SAO;21 dias;5 estrelas;R$ 8363.47
Cliente2410;PMW;RIO;28 dias;3 estrelas;R$ 7335.42
Cliente6571;RIO;PMW;13 dias;3 estrelas;R$ 7197.93
Cliente4075;RIO;SAO;11 dias;3 estrelas;R$ 5173.15
Cliente4260;RIO;SAO;15 dias;1 estrelas;R$ 2142.52
Cliente3251;PMW;CNF;2 dias;2 estrelas;R$ 9086.19
Cliente1734;RIO;PMW;19 dias;2 estrelas;R$ 3745.9
Cliente8263;PMW;SAO;18 dias;3 estrelas;R$ 8126.86
Cliente9943;RIO;CNF;15 dias;3 estrelas;R$ 6881.11
Cliente6974;SAO;CNF;19 dias;2 estrelas;R$ 5507.25
Cliente7183;CNF;RIO;3 dias;3 estrelas;R$ 4876.04
Cliente282;SAO;RIO;18 dias;2 estrelas;R$ 4263.13
Cliente6648;CNF;SAO;8 dias;3 estrelas;R$ 6501.92
Cliente164;RIO;SAO;20 dias;2 estrelas;R$ 2414.32
Cliente2548;CNF;RIO;6 dias;5 estrelas;R$ 4191.92
Cliente1819;PMW;SAO;15 dias;5 estrelas;R$ 4060.92
Cliente7762;PMW;CNF;13 dias;2 estrelas;R$ 4735.7
Cliente1252;SAO;RIO;9 dias;2 estrelas;R$ 960.37
Cliente2352;CNF;PMW;16 dias;4 estrelas;R$ 5991.49
Cliente185;PMW;SAO;13 dias;2 estrelas;R$ 1730.5
Cliente3860;PMW;SAO;3 dias;5 estrelas;R$ 8036.91
Cliente9620;PMW;RIO;17 dias;5 estrelas;R$ 1627.88
Cliente5483;PMW;CNF;23 dias;3 estrelas;R$ 7455.26
Cliente9809;SAO;RIO;18 dias;2 estrelas;R$ 2846.86
Cliente9016;SAO;PMW;22 dias;3 estrelas;R$ 8903.75
Cliente4886;CNF;SAO;30 dias;4 estrelas;R$ 6440.47
Cliente8915;RIO;PMW;28 dias;5 estrelas;R$ 4734.13
Cliente1314;RIO;PMW;7 dias;2 estrelas;R$ 9684.9
Cliente4112;CNF;SAO;28 dias;1 estrelas;R$ 6792.08
Cliente5873;PMW;RIO;16 dias;1 estrelas;R$ 2200.15
Cliente9699;SAO;RIO;13 dias;3 estrelas;R$ 8782.81
Cliente8931;PMW;CNF;12 dias;3 estrelas;R$ 5346.51
Cliente7006;CNF;PMW;29 dias;1 estrelas;R$ 4318.52
Cliente6023;CNF;SAO;1 dias;4 estrelas;R$ 7574.58
Cliente3963;CNF;PMW;29 dias;2 estrelas;R$ 251.76
Cliente779;CNF;RIO;24 dias;1 estrelas;R$ 6091.11
Cliente2036;RIO;SAO;24 dias;3 estrelas;R$ 4353.16
Cliente3252;PMW;SAO;12 dias;2 estrelas;R$ 3246.69
Cliente4721;PMW;SAO;13 dias;5 estrelas;R$ 1721.51
Cliente6075;RIO;SAO;15 dias;4 estrelas;R$ 5412.87
Cliente9148;RIO;PMW;15 dias;5 estrelas;R$ 7813.39
Cliente2197;RIO;PMW;12 dias;3 estrelas;R$ 1057.42
Cliente1076;RIO;SAO;26 dias;3 estrelas;R$ 5455.72
Cliente1696;PMW;CNF;13 dias;4 estrelas;R$ 6695.98
Cliente8977;SAO;CNF;30 dias;4 estrelas;R$ 4245.15
Cliente5197;RIO;PMW;12 dias;3 estrelas;R$ 8067.69
Cliente3811;PMW;CNF;27 dias;3 estrelas;R$ 2877.83
Cliente7690;CNF;PMW;5 dias;4 estrelas;R$ 4294.66
Cliente8440;RIO;PMW;19 dias;2 estrelas;R$ 2977.12
Cliente5069;SAO;RIO;13 dias;3 estrelas;R$ 9905.03
Cliente1744;PMW;RIO;9 dias;3 estrelas;R$ 4872.21
Cliente8290;CNF;PMW;21 dias;2 estrelas;R$ 5678.87
Cliente271;SAO;CNF;23 dias;2 estrelas;R$ 7515.86
Cliente2258;CNF;PMW;4 dias;2 estrelas;R$ 4572.12
Cliente8603;PMW;RIO;30 dias;2 estrelas;R$ 9493.93
Cliente9795;RIO;PMW;13 dias;5 estrelas;R$ 6320.78
Cliente8356;RIO;SAO;4 dias;3 estrelas;R$ 8458.73
Cliente9701;RIO;CNF;23 dias;1 estrelas;R$ 161.98
Cliente4504;PMW;CNF;12 dias;1 estrelas;R$ 5818.26
Cliente8583;CNF;PMW;26 dias;4 estrelas;R$ 457.93
Cliente2291;PMW;RIO;22 dias;4 estrelas;R$ 5575.88
Cliente2251;PMW;SAO;5 dias;4 estrelas;R$ 9117.37
Cliente1277;RIO;CNF;9 dias;5 estrelas;R$ 1553.8
Cliente6268;SAO;RIO;23 dias;1 estrelas;R$ 1186.04
Cliente8612;PMW;RIO;7 dias;2 estrelas;R$ 8714.89
Cliente1125;RIO;PMW;19 dias;2 estrelas;R$ 293.01
Cliente4673;SAO;RIO;17 dias;1 estrelas;R$ 8939.57
Cliente1316;CNF;PMW;16 dias;2 estrelas;R$ 1076.54
Cliente2338;PMW;SAO;3 dias;3 estrelas;R$ 4689.77
Cliente1791;CNF;RIO;5 dias;3 estrelas;R$ 9059.14
Cliente9639;SAO;CNF;18 dias;1 estrelas;R$ 3122.65
Cliente8111;CNF;RIO;15 dias;4 estrelas;R$ 8641.22
Cliente8604;RIO;PMW;15 dias;4 estrelas;R$ 1371.24
Cliente7579;PMW;SAO;16 dias;4 estrelas;R$ 3464.04
Cliente6317;PMW;RIO;5 dias;2 estrelas;R$ 1578.75
Cliente4816;PMW;CNF;6 dias;5 estrelas;R$ 5337.11
Cliente4588;PMW;RIO;11 dias;5 estrelas;R$ 7539.04
Cliente4246;RIO;PMW;18 dias;3 estrelas;R$ 962.33
Cliente4406;SAO;PMW;16 dias;5 estrelas;R$ 3740.03
Cliente4167;PMW;SAO;14 dias;5 estrelas;R$ 3245.64
Cliente6046;SAO;PMW;4 dias;3 estrelas;R$ 6813.72
Cliente5715;PMW;CNF;4 dias;3 estrelas;R$ 4530.54
Cliente4224;PMW;RIO;14 dias;3 estrelas;R$ 9835.39
Cliente4412;RIO;CNF;2 dias;2 estrelas;R$ 1314.4
Cliente3835;SAO;CNF;20 dias;1 estrelas;R$ 4758.9
Cliente30;SAO;RIO;3 dias;3 estrelas;R$ 9686.43
Cliente9700;RIO;CNF;15 dias;5 estrelas;R$ 8353.9
Cliente2957;CNF;SAO;10 dias;3 estrelas;R$ 3003.08
Cliente8838;PMW;CNF;4 dias;4 estrelas;R$ 3140.65
Cliente7927;CNF;SAO;25 dias;1 estrelas;R$ 855.75
Cliente5823;RIO;CNF;21 dias;2 estrelas;R$ 1511.22
Cliente1279;CNF;PMW;28 dias;5 estrelas;R$ 6533.78
Cliente4163;PMW;SAO;19 dias;4 estrelas;R$ 9736.32
Cliente9739;RIO;PMW;11 dias;1 estrelas;R$ 1068.26
Cliente3738;SAO;PMW;14 dias;5 estrelas;R$ 2468.7
Cliente1045;RIO;CNF;18 dias;2 estrelas;R$ 6745.67
Cliente955;CNF;SAO;18 dias;5 estrelas;R$ 9784.66
Cliente6697;RIO;PMW;13 dias;4 estrelas;R$ 6099.82
Cliente363;RIO;SAO;30 dias;4 estrelas;R$ 4160.79
Cliente8124;RIO;PMW;23 dias;3 estrelas;R$ 9538.69
Cliente2003;CNF;SAO;17 dias;3 estrelas;R$ 1691.89
Cliente5557;PMW;RIO;23 dias;2 estrelas;R$ 614.14
Cliente187;SAO;CNF;6 dias;2 estrelas;R$ 7156.65
Cliente5413;PMW;RIO;13 dias;2 estrelas;R$ 9975.94
Cliente3128;RIO;PMW;10 dias;3 estrelas;R$ 7475.05
Cliente597;SAO;RIO;25 dias;1 estrelas;R$ 915.09
Cliente8062;RIO;PMW;9 dias;2 estrelas;R$ 428.19
Cliente5520;SAO;RIO;14 dias;1 estrelas;R$ 9771.35
Cliente6268;SAO;CNF;28 dias;3 estrelas;R$ 1986.01
Cliente4425;CNF;PMW;16 dias;4 estrelas;R$ 2055.86
Cliente9079;SAO;CNF;7 dias;4 estrelas;R$ 2506.21
Cliente9617;RIO;PMW;26 dias;1 estrelas;R$ 8084.82
Cliente397;PMW;RIO;16 dias;4 estrelas;R$ 9908.23
Cliente3199;CNF;SAO;5 dias;4 estrelas;R$ 1805.01
Cliente943;PMW;SAO;20 dias;3 estrelas;R$ 3872.75
Cliente4406;RIO;CNF;2 dias;5 estrelas;R$ 4183.58
Cliente1324;CNF;SAO;19 dias;1 estrelas;R$ 608.89
Cliente5928;CNF;SAO;9 dias;3 estrelas;R$ 7905.82
Cliente2847;SAO;PMW;5 dias;3 estrelas;R$ 3496.31
Cliente9050;RIO;PMW;25 dias;4 estrelas;R$ 1679.86
Cliente6692;SAO;RIO;7 dias;4 estrelas;R$ 3699.38
Cliente4800;PMW;SAO;20 dias;4 estrelas;R$ 5340.41
Cliente3102;CNF;PMW;4 dias;4 estrelas;R$ 5041.89
Cliente2961;RIO;CNF;11 dias;1 estrelas;R$ 9992.02
Cliente6964;SAO;PMW;4 dias;3 estrelas;R$ 938.09
Cliente9686;RIO;CNF;24 dias;5 estrelas;R$ 3490.38
Cliente9847;CNF;PMW;5 dias;3 estrelas;R$ 4353.49
Cliente3175;PMW;RIO;14 dias;5 estrelas;R$ 6713.26
Cliente7250;RIO;PMW;19 dias;4 estrelas;R$ 3472.78
Cliente9988;PMW;SAO;22 dias;1 estrelas;R$ 9401.12
Cliente778;RIO;CNF;2 dias;3 estrelas;R$ 759.16
Cliente9298;CNF;PMW;18 dias;3 estrelas;R$ 793.92
Cliente9461;SAO;PMW;28 dias;4 estrelas;R$ 9197.2
Cliente4537;RIO;PMW;20 dias;2 estrelas;R$ 415.01
Cliente6401;PMW;RIO;24 dias;4 estrelas;R$ 2122.85
Cliente1022;CNF;SAO;4 dias;4 estrelas;R$ 2766.35
Cliente4125;SAO;CNF;8 dias;1 estrelas;R$ 5642.13
Cliente6872;CNF;SAO;21 dias;1 estrelas;R$ 7691.04
Cliente5381;RIO;SAO;17 dias;5 estrelas;R$ 3551.8
Cliente1393;PMW;RIO;29 dias;4 estrelas;R$ 740.38
Cliente3840;SAO;RIO;18 dias;2 estrelas;R$ 7996.48
Cliente6565;SAO;PMW;9 dias;3 estrelas;R$ 3460.68
Cliente8491;PMW;RIO;21 dias;4 estrelas;R$ 8753.68
Cliente4311;SAO;PMW;19 dias;4 estrelas;R$ 4973.96
Cliente6329;RIO;SAO;3 dias;2 estrelas;R$ 7673.22
Cliente1891;SAO;CNF;18 dias;4 estrelas;R$ 1418.72
Cliente1568;CNF;RIO;17 dias;1 estrelas;R$ 1542.26
Cliente8152;PMW;CNF;16 dias;1 estrelas;R$ 2805.32
Cliente8315;CNF;SAO;14 dias;2 estrelas;R$ 1353.85
Cliente2331;CNF;PMW;25 dias;5 estrelas;R$ 5116.57
Cliente1123;SAO;CNF;5 dias;3 estrelas;R$ 6875.74
Cliente3248;RIO;PMW;17 dias;5 estrelas;R$ 6806.18
Cliente8109;RIO;SAO;16 dias;3 estrelas;R$ 4976.51
Cliente3833;PMW;SAO;14 dias;1 estrelas;R$ 1324.16
